sex,year,last_letter,cases,pct
F,1918,a,297622,25.76249531
F,1918,b,10,0.000865611
F,1918,c,15,0.001298417
F,1918,d,20853,1.805059152
F,1918,e,357704,30.96326086
F,1918,f,0,0
F,1918,g,232,0.020082181
F,1918,h,60779,5.261098651
F,1918,i,2179,0.188616693
F,1918,j,0,0
F,1918,k,29,0.002510273
F,1918,l,41058,3.554026694
F,1918,m,1950,0.168794195
F,1918,n,111133,9.619797568
F,1918,o,3097,0.268079806
F,1918,p,18,0.0015581
F,1918,q,0,0
F,1918,r,17467,1.51196318
F,1918,s,55902,4.838940042
F,1918,t,36772,3.18302571
F,1918,u,673,0.058255638
F,1918,v,0,0
F,1918,w,41,0.003549006
F,1918,x,33,0.002856517
F,1918,y,145412,12.58702639
F,1918,z,2274,0.19684
F,1919,a,288583,25.58924798
F,1919,b,6,0.000532032
F,1919,c,7,0.000620704
F,1919,d,20660,1.83196468
F,1919,e,350827,31.10855144
F,1919,f,0,0
F,1919,g,193,0.017113707
F,1919,h,58878,5.220833322
F,1919,i,2143,0.190024216
F,1919,j,0,0
F,1919,k,29,0.00257149
F,1919,l,39607,3.512034128
F,1919,m,1779,0.157747588
F,1919,n,105848,9.3857598
F,1919,o,3285,0.291287704
F,1919,p,12,0.001064065
F,1919,q,0,0
F,1919,r,16789,1.488715151
F,1919,s,55072,4.883347477
F,1919,t,35910,3.184213536
F,1919,u,618,0.054799331
F,1919,v,0,0
F,1919,w,29,0.00257149
F,1919,x,24,0.002128129
F,1919,y,145170,12.87252239
F,1919,z,2282,0.202349632
F,1920,a,302366,25.2887541
F,1920,b,5,0.000418181
F,1920,c,17,0.001421816
F,1920,d,21544,1.801859066
F,1920,e,364518,30.48691344
F,1920,f,0,0
F,1920,g,190,0.015890885
F,1920,h,61427,5.137523063
F,1920,i,2439,0.203988779
F,1920,j,0,0
F,1920,k,31,0.002592723
F,1920,l,40337,3.373634848
F,1920,m,2011,0.16819247
F,1920,n,114454,9.572501744
F,1920,o,3526,0.294901368
F,1920,p,13,0.001087271
F,1920,q,0,0
F,1920,r,17467,1.460874132
F,1920,s,61011,5.102730389
F,1920,t,38366,3.208787827
F,1920,u,650,0.054363553
F,1920,v,0,0
F,1920,w,30,0.002509087
F,1920,x,37,0.003094541
F,1920,y,162876,13.62233556
F,1920,z,2339,0.195625156
F,1921,a,311708,25.3390237
F,1921,b,15,0.001219363
F,1921,c,13,0.001056782
F,1921,d,21386,1.738487176
F,1921,e,372381,30.27118644
F,1921,f,0,0
F,1921,g,168,0.013656871
F,1921,h,60696,4.934032435
F,1921,i,2551,0.207373085
F,1921,j,0,0
F,1921,k,33,0.0026826
F,1921,l,40536,3.295207901
F,1921,m,2022,0.164370199
F,1921,n,117393,9.542982563
F,1921,o,3548,0.288420111
F,1921,p,17,0.001381945
F,1921,q,0,0
F,1921,r,16897,1.373572329
F,1921,s,63975,5.200585294
F,1921,t,38596,3.137503556
F,1921,u,621,0.050481649
F,1921,v,0,0
F,1921,w,41,0.003332927
F,1921,x,54,0.004389709
F,1921,y,175176,14.24021461
F,1921,z,2323,0.18883876
F,1922,a,303353,25.32077393
F,1922,b,0,0
F,1922,c,8,0.000667757
F,1922,d,19858,1.65754065
F,1922,e,361908,30.20834029
F,1922,f,0,0
F,1922,g,165,0.013772495
F,1922,h,57071,4.763697372
F,1922,i,2439,0.203582518
F,1922,j,0,0
F,1922,k,23,0.001919802
F,1922,l,38500,3.213582184
F,1922,m,1919,0.160178291
F,1922,n,114703,9.574221228
F,1922,o,3661,0.305582451
F,1922,p,20,0.001669393
F,1922,q,0,0
F,1922,r,16075,1.341774899
F,1922,s,62891,5.249490835
F,1922,t,36437,3.041384261
F,1922,u,654,0.054589162
F,1922,v,0,0
F,1922,w,24,0.002003272
F,1922,x,50,0.004173483
F,1922,y,176079,14.69725552
F,1922,z,2202,0.183800207
F,1923,a,302852,25.16592282
F,1923,b,11,0.000914061
F,1923,c,18,0.001495736
F,1923,d,19302,1.60392747
F,1923,e,357843,29.7354791
F,1923,f,0,0
F,1923,g,161,0.013378527
F,1923,h,56955,4.732757697
F,1923,i,2401,0.199514551
F,1923,j,0,0
F,1923,k,42,0.00349005
F,1923,l,36560,3.038005818
F,1923,m,2032,0.168851965
F,1923,n,116016,9.640516494
F,1923,o,3680,0.305794896
F,1923,p,23,0.001911218
F,1923,q,0,0
F,1923,r,15829,1.315333537
F,1923,s,65943,5.479628492
F,1923,t,35904,2.983494554
F,1923,u,681,0.056588675
F,1923,v,0,0
F,1923,w,32,0.002659086
F,1923,x,37,0.003074568
F,1923,y,185005,15.37325674
F,1923,z,2094,0.174003944
F,1924,a,315571,25.33481802
F,1924,b,12,0.00096339
F,1924,c,12,0.00096339
F,1924,d,18924,1.519265383
F,1924,e,364701,29.27909557
F,1924,f,0,0
F,1924,g,130,0.010436721
F,1924,h,56579,4.542301634
F,1924,i,2569,0.206245655
F,1924,j,0,0
F,1924,k,29,0.002328192
F,1924,l,37409,3.003286764
F,1924,m,2127,0.170760805
F,1924,n,120328,9.660228548
F,1924,o,3915,0.314305854
F,1924,p,18,0.001445084
F,1924,q,0,0
F,1924,r,16220,1.302181596
F,1924,s,70581,5.666416721
F,1924,t,36485,2.929105766
F,1924,u,763,0.061255521
F,1924,v,0,0
F,1924,w,31,0.002488756
F,1924,x,22,0.001766214
F,1924,y,197110,15.82447684
F,1924,z,2066,0.165863574
F,1925,a,309497,25.5009187
F,1925,b,6,0.000494368
F,1925,c,13,0.001071131
F,1925,d,17498,1.441742813
F,1925,e,355000,29.25012565
F,1925,f,5,0.000411974
F,1925,g,115,0.009475393
F,1925,h,52793,4.349864461
F,1925,i,2426,0.199889591
F,1925,j,0,0
F,1925,k,43,0.003542973
F,1925,l,35050,2.887934941
F,1925,m,1912,0.157538705
F,1925,n,117138,9.651552729
F,1925,o,3778,0.311287253
F,1925,p,22,0.001812684
F,1925,q,0,0
F,1925,r,15182,1.250916641
F,1925,s,69703,5.743159178
F,1925,t,34099,2.809577562
F,1925,u,732,0.060312935
F,1925,v,0,0
F,1925,w,27,0.002224657
F,1925,x,30,0.002471842
F,1925,y,196484,16.18924419
F,1925,z,2117,0.174429623
F,1926,a,301143,25.49332832
F,1926,b,9,0.000761897
F,1926,c,17,0.001439139
F,1926,d,16555,1.401467244
F,1926,e,341643,28.92186492
F,1926,f,0,0
F,1926,g,136,0.011513111
F,1926,h,48861,4.136338932
F,1926,i,2350,0.198939778
F,1926,j,0,0
F,1926,k,49,0.004148106
F,1926,l,33157,2.806913284
F,1926,m,1764,0.149331816
F,1926,n,115679,9.792831734
F,1926,o,3748,0.317287782
F,1926,p,28,0.002370346
F,1926,q,0,0
F,1926,r,14531,1.23012507
F,1926,s,70347,5.95524109
F,1926,t,32648,2.763823775
F,1926,u,840,0.071110389
F,1926,v,0,0
F,1926,w,35,0.002962933
F,1926,x,33,0.002793622
F,1926,y,195800,16.57549299
F,1926,z,1889,0.159913719
F,1927,a,304075,25.59556027
F,1927,b,14,0.001178452
F,1927,c,7,0.000589226
F,1927,d,15927,1.340657694
F,1927,e,337958,28.44766704
F,1927,f,5,0.000420876
F,1927,g,110,0.009259267
F,1927,h,47341,3.984936014
F,1927,i,2433,0.204798152
F,1927,j,0,0
F,1927,k,41,0.003451181
F,1927,l,31802,2.67693828
F,1927,m,1624,0.136700452
F,1927,n,116689,9.822314665
F,1927,o,3871,0.325842025
F,1927,p,41,0.003451181
F,1927,q,0,0
F,1927,r,13880,1.168351152
F,1927,s,73037,6.147900798
F,1927,t,31563,2.656820418
F,1927,u,1135,0.095538801
F,1927,v,0,0
F,1927,w,33,0.00277778
F,1927,x,51,0.004292933
F,1927,y,204520,17.21550271
F,1927,z,1842,0.155050636
F,1928,a,295617,25.74018364
F,1928,b,11,0.0009578
F,1928,c,10,0.000870727
F,1928,d,14268,1.242353925
F,1928,e,321561,27.99919893
F,1928,f,0,0
F,1928,g,107,0.009316784
F,1928,h,43766,3.810825754
F,1928,i,2238,0.194868803
F,1928,j,0,0
F,1928,k,45,0.003918274
F,1928,l,29663,2.582838833
F,1928,m,1462,0.127300353
F,1928,n,114626,9.98080046
F,1928,o,3706,0.322691593
F,1928,p,19,0.001654382
F,1928,q,0,0
F,1928,r,13039,1.135341521
F,1928,s,75123,6.541165817
F,1928,t,29474,2.566382084
F,1928,u,879,0.076536943
F,1928,v,0,0
F,1928,w,37,0.003221692
F,1928,x,47,0.004092419
F,1928,y,201100,17.510329
F,1928,z,1667,0.145150266
F,1929,a,284424,25.57728382
F,1929,b,11,0.000989193
F,1929,c,0,0
F,1929,d,12660,1.13847078
F,1929,e,307327,27.63687278
F,1929,f,0,0
F,1929,g,106,0.00953222
F,1929,h,40274,3.621703965
F,1929,i,2194,0.197298965
F,1929,j,0,0
F,1929,k,57,0.005125816
F,1929,l,28951,2.603465052
F,1929,m,1297,0.116634803
F,1929,n,114241,10.27330493
F,1929,o,4070,0.36600127
F,1929,p,27,0.002428018
F,1929,q,0,0
F,1929,r,11729,1.054749114
F,1929,s,75595,6.798001471
F,1929,t,28508,2.563627567
F,1929,u,904,0.081293648
F,1929,v,0,0
F,1929,w,31,0.002787725
F,1929,x,43,0.003866844
F,1929,y,198057,17.81059299
F,1929,z,1512,0.135969022
F,1930,a,288233,25.70284598
F,1930,b,20,0.001783477
F,1930,c,14,0.001248434
F,1930,d,11492,1.024785871
F,1930,e,304978,27.19606208
F,1930,f,0,0
F,1930,g,89,0.007936473
F,1930,h,39218,3.497220005
F,1930,i,2209,0.196985032
F,1930,j,0,0
F,1930,k,46,0.004101997
F,1930,l,27665,2.466994529
F,1930,m,1263,0.112626571
F,1930,n,120564,10.75115592
F,1930,o,4148,0.369893125
F,1930,p,28,0.002496868
F,1930,q,0,0
F,1930,r,11280,1.005881015
F,1930,s,75328,6.717287688
F,1930,t,29020,2.587825094
F,1930,u,893,0.079632247
F,1930,v,0,0
F,1930,w,25,0.002229346
F,1930,x,33,0.002942737
F,1930,y,203428,18.14045773
F,1930,z,1431,0.127607778
F,1931,a,274342,25.86311897
F,1931,b,10,0.000942733
F,1931,c,5,0.000471366
F,1931,d,10100,0.952160084
F,1931,e,287692,27.1216672
F,1931,f,0,0
F,1931,g,73,0.006881949
F,1931,h,35658,3.361596461
F,1931,i,2144,0.202121903
F,1931,j,0,0
F,1931,k,45,0.004242297
F,1931,l,25338,2.388696257
F,1931,m,1058,0.099741126
F,1931,n,118725,11.19259465
F,1931,o,3968,0.374076358
F,1931,p,20,0.001885466
F,1931,q,0,0
F,1931,r,10171,0.958853486
F,1931,s,67817,6.393330731
F,1931,t,27895,2.629753023
F,1931,u,848,0.079943738
F,1931,v,0,0
F,1931,w,36,0.003393838
F,1931,x,28,0.002639652
F,1931,y,193430,18.2352797
F,1931,z,1343,0.126609009
F,1932,a,278844,26.21332664
F,1932,b,21,0.00197415
F,1932,c,0,0
F,1932,d,9407,0.884325156
F,1932,e,286102,26.89563045
F,1932,f,0,0
F,1932,g,74,0.006956528
F,1932,h,34604,3.253023035
F,1932,i,2078,0.195346835
F,1932,j,0,0
F,1932,k,34,0.003196243
F,1932,l,27054,2.543269136
F,1932,m,1076,0.101151681
F,1932,n,121218,11.39535736
F,1932,o,4208,0.395582041
F,1932,p,28,0.0026322
F,1932,q,0,0
F,1932,r,9544,0.897204134
F,1932,s,65893,6.194412404
F,1932,t,27941,2.626653468
F,1932,u,988,0.092879053
F,1932,v,6,0.000564043
F,1932,w,36,0.003384257
F,1932,x,27,0.002538193
F,1932,y,193372,18.17834846
F,1932,z,1194,0.112244524
F,1933,a,264063,26.28316338
F,1933,b,12,0.001194404
F,1933,c,6,0.000597202
F,1933,d,8243,0.820456163
F,1933,e,269708,26.84503103
F,1933,f,0,0
F,1933,g,50,0.004976684
F,1933,h,32330,3.217924026
F,1933,i,2193,0.218277371
F,1933,j,0,0
F,1933,k,39,0.003881814
F,1933,l,26553,2.64291793
F,1933,m,1079,0.107396846
F,1933,n,114053,11.35211534
F,1933,o,4031,0.401220283
F,1933,p,20,0.001990674
F,1933,q,0,0
F,1933,r,9471,0.942683528
F,1933,s,60246,5.996506368
F,1933,t,27902,2.77718887
F,1933,u,997,0.099235084
F,1933,v,0,0
F,1933,w,29,0.002886477
F,1933,x,38,0.00378228
F,1933,y,182566,18.17146668
F,1933,z,1056,0.105107571
F,1934,a,273408,26.26110109
F,1934,b,8,0.000768408
F,1934,c,0,0
F,1934,d,7689,0.738535838
F,1934,e,275609,26.47250925
F,1934,f,0,0
F,1934,g,76,0.007299873
F,1934,h,32836,3.153929349
F,1934,i,2254,0.216498866
F,1934,j,0,0
F,1934,k,15,0.001440764
F,1934,l,29070,2.79220143
F,1934,m,937,0.08999975
F,1934,n,118256,11.35860242
F,1934,o,4740,0.455281554
F,1934,p,5,0.000480255
F,1934,q,0,0
F,1934,r,9058,0.870029603
F,1934,s,60002,5.76324975
F,1934,t,28486,2.736107669
F,1934,u,1115,0.107096821
F,1934,v,0,0
F,1934,w,23,0.002209172
F,1934,x,32,0.003073631
F,1934,y,196439,18.86815469
F,1934,z,1056,0.101429815
F,1935,a,273094,26.1164277
F,1935,b,10,0.000956316
F,1935,c,5,0.000478158
F,1935,d,7028,0.672099181
F,1935,e,270574,25.87543596
F,1935,f,5,0.000478158
F,1935,g,66,0.006311688
F,1935,h,33138,3.16904136
F,1935,i,2466,0.23582763
F,1935,j,0,0
F,1935,k,17,0.001625738
F,1935,l,30765,2.942107473
F,1935,m,945,0.090371902
F,1935,n,116802,11.16996707
F,1935,o,4734,0.452720194
F,1935,p,12,0.00114758
F,1935,q,0,0
F,1935,r,8396,0.802923268
F,1935,s,56762,5.428243275
F,1935,t,27821,2.660567918
F,1935,u,1090,0.10423849
F,1935,v,0,0
F,1935,w,14,0.001338843
F,1935,x,29,0.002773318
F,1935,y,210941,20.17263424
F,1935,z,965,0.092284535
F,1936,a,273051,26.31408524
F,1936,b,8,0.000770965
F,1936,c,8,0.000770965
F,1936,d,6539,0.63016727
F,1936,e,269844,26.00502476
F,1936,f,0,0
F,1936,g,59,0.005685865
F,1936,h,32455,3.127707411
F,1936,i,2378,0.229169257
F,1936,j,0,0
F,1936,k,36,0.003469341
F,1936,l,33180,3.197576087
F,1936,m,908,0.087504493
F,1936,n,118545,11.42425127
F,1936,o,4575,0.440895437
F,1936,p,15,0.001445559
F,1936,q,0,0
F,1936,r,8299,0.799779504
F,1936,s,53482,5.154091751
F,1936,t,27872,2.68604101
F,1936,u,1046,0.100803634
F,1936,v,0,0
F,1936,w,31,0.002987488
F,1936,x,15,0.001445559
F,1936,y,204413,19.69940086
F,1936,z,902,0.08692627
F,1937,a,291891,27.50631845
F,1937,b,19,0.001790463
F,1937,c,10,0.000942349
F,1937,d,6134,0.578036861
F,1937,e,273559,25.77880431
F,1937,f,0,0
F,1937,g,59,0.005559859
F,1937,h,35129,3.310377712
F,1937,i,2623,0.247178136
F,1937,j,0,0
F,1937,k,36,0.003392456
F,1937,l,35953,3.388027268
F,1937,m,922,0.086884575
F,1937,n,118486,11.16551606
F,1937,o,4557,0.429428428
F,1937,p,22,0.002073168
F,1937,q,0,0
F,1937,r,8073,0.760758327
F,1937,s,51784,4.879859929
F,1937,t,30082,2.834774185
F,1937,u,1098,0.103469917
F,1937,v,0,0
F,1937,w,18,0.001696228
F,1937,x,18,0.001696228
F,1937,y,199797,18.8278498
F,1937,z,908,0.085565287
F,1938,a,308178,28.00067962
F,1938,b,13,0.001181164
F,1938,c,0,0
F,1938,d,5903,0.536339427
F,1938,e,279938,25.43482745
F,1938,f,0,0
F,1938,g,67,0.006087539
F,1938,h,40159,3.648798075
F,1938,i,3303,0.300106577
F,1938,j,0,0
F,1938,k,27,0.002453187
F,1938,l,39153,3.557394134
F,1938,m,940,0.085407261
F,1938,n,125471,11.40014301
F,1938,o,4641,0.421675636
F,1938,p,19,0.001726317
F,1938,q,0,0
F,1938,r,7779,0.706790513
F,1938,s,49933,4.53685187
F,1938,t,30617,2.781823518
F,1938,u,1074,0.097582339
F,1938,v,0,0
F,1938,w,22,0.001998893
F,1938,x,38,0.003452634
F,1938,y,202567,18.40499215
F,1938,z,767,0.069688691
F,1939,a,310226,28.36362373
F,1939,b,8,0.000731431
F,1939,c,5,0.000457145
F,1939,d,5697,0.520870476
F,1939,e,271577,24.82998795
F,1939,f,0,0
F,1939,g,63,0.005760021
F,1939,h,45394,4.15032375
F,1939,i,3417,0.312412571
F,1939,j,0,0
F,1939,k,31,0.002834296
F,1939,l,39175,3.581727385
F,1939,m,871,0.079634577
F,1939,n,129447,11.83519757
F,1939,o,4841,0.442607333
F,1939,p,20,0.001828578
F,1939,q,0,0
F,1939,r,7479,0.683796786
F,1939,s,46498,4.251261262
F,1939,t,30415,2.78081017
F,1939,u,1017,0.092983197
F,1939,v,0,0
F,1939,w,29,0.002651438
F,1939,x,26,0.002377152
F,1939,y,196760,17.9895515
F,1939,z,750,0.068571679
F,1940,a,332566,29.15488649
F,1940,b,5,0.000438332
F,1940,c,0,0
F,1940,d,5423,0.475415254
F,1940,e,279192,24.47577644
F,1940,f,0,0
F,1940,g,57,0.004996989
F,1940,h,51536,4.517979078
F,1940,i,3597,0.315336284
F,1940,j,0,0
F,1940,k,29,0.002542328
F,1940,l,40905,3.58599686
F,1940,m,918,0.080477817
F,1940,n,138472,12.13935111
F,1940,o,4721,0.413873394
F,1940,p,7,0.000613665
F,1940,q,0,0
F,1940,r,7156,0.627341243
F,1940,s,45682,4.004779576
F,1940,t,30683,2.689870227
F,1940,u,1022,0.08959513
F,1940,v,5,0.000438332
F,1940,w,21,0.001840996
F,1940,x,36,0.003155993
F,1940,y,197914,17.35042128
F,1940,z,740,0.064873186
F,1941,a,356258,29.56039187
F,1941,b,16,0.001327595
F,1941,c,0,0
F,1941,d,5467,0.45362255
F,1941,e,289513,24.02224717
F,1941,f,0,0
F,1941,g,78,0.006472025
F,1941,h,53449,4.43491342
F,1941,i,4382,0.363595027
F,1941,j,0,0
F,1941,k,35,0.002904114
F,1941,l,43446,3.604917743
F,1941,m,936,0.077664296
F,1941,n,155544,12.90621289
F,1941,o,5214,0.432629957
F,1941,p,17,0.001410569
F,1941,q,0,0
F,1941,r,6774,0.56207045
F,1941,s,45488,3.77435203
F,1941,t,32467,2.693938783
F,1941,u,1064,0.088285055
F,1941,v,7,0.000580823
F,1941,w,15,0.00124462
F,1941,x,28,0.002323291
F,1941,y,204316,16.95305376
F,1941,z,673,0.055841956
F,1942,a,399615,29.65567756
F,1942,b,23,0.001706844
F,1942,c,5,0.000371053
F,1942,d,5646,0.41899317
F,1942,e,319568,23.71533993
F,1942,f,0,0
F,1942,g,71,0.005268954
F,1942,h,56745,4.211081724
F,1942,i,6115,0.453797951
F,1942,j,0,0
F,1942,k,32,0.00237474
F,1942,l,51670,3.834462819
F,1942,m,995,0.073839569
F,1942,n,187353,13.90358259
F,1942,o,5667,0.420551593
F,1942,p,25,0.001855266
F,1942,q,0,0
F,1942,r,6936,0.514724872
F,1942,s,47604,3.532722431
F,1942,t,35398,2.626907584
F,1942,u,1139,0.084525898
F,1942,v,10,0.000742106
F,1942,w,18,0.001335791
F,1942,x,45,0.003339478
F,1942,y,222092,16.48158538
F,1942,z,744,0.055212702
F,1943,a,415911,29.88229174
F,1943,b,24,0.001724347
F,1943,c,0,0
F,1943,d,5520,0.396599875
F,1943,e,323810,23.26503721
F,1943,f,0,0
F,1943,g,55,0.003951629
F,1943,h,57713,4.146552275
F,1943,i,7099,0.510047556
F,1943,j,0,0
F,1943,k,54,0.003879781
F,1943,l,55764,4.006520907
F,1943,m,1168,0.083918234
F,1943,n,200284,14.38996545
F,1943,o,5755,0.413484108
F,1943,p,22,0.001580652
F,1943,q,0,0
F,1943,r,6516,0.468160287
F,1943,s,46110,3.312902213
F,1943,t,36105,2.59406494
F,1943,u,1031,0.074075085
F,1943,v,16,0.001149565
F,1943,w,19,0.001365108
F,1943,x,48,0.003448695
F,1943,y,228146,16.39178895
F,1943,z,661,0.047491398
F,1944,a,399552,30.16864304
F,1944,b,23,0.001736642
F,1944,c,0,0
F,1944,d,4795,0.362052107
F,1944,e,304601,22.99925626
F,1944,f,0,0
F,1944,g,67,0.005058914
F,1944,h,53500,4.039580337
F,1944,i,7810,0.589703223
F,1944,j,0,0
F,1944,k,39,0.002944741
F,1944,l,58789,4.438932494
F,1944,m,1221,0.092193039
F,1944,n,189536,14.31113829
F,1944,o,5549,0.418983762
F,1944,p,8,0.000604049
F,1944,q,0,0
F,1944,r,6083,0.45930406
F,1944,s,42109,3.179489503
F,1944,t,33939,2.562604057
F,1944,u,994,0.075053137
F,1944,v,10,0.000755062
F,1944,w,31,0.002340691
F,1944,x,43,0.003246766
F,1944,y,215037,16.23662125
F,1944,z,659,0.049758569
F,1945,a,399394,30.61264534
F,1945,b,22,0.00168625
F,1945,c,17,0.001303011
F,1945,d,4415,0.338399749
F,1945,e,301258,23.09074325
F,1945,f,0,0
F,1945,g,66,0.00505875
F,1945,h,49380,3.784865138
F,1945,i,9374,0.718495865
F,1945,j,0,0
F,1945,k,32,0.002452728
F,1945,l,58848,4.51056589
F,1945,m,1177,0.090214384
F,1945,n,188916,14.47998344
F,1945,o,5573,0.427157825
F,1945,p,13,0.000996421
F,1945,q,0,0
F,1945,r,6040,0.462952317
F,1945,s,39200,3.004591199
F,1945,t,32807,2.514582232
F,1945,u,893,0.068446427
F,1945,v,11,0.000843125
F,1945,w,26,0.001992841
F,1945,x,35,0.002682671
F,1945,y,206598,15.83526869
F,1945,z,575,0.044072447
F,1946,a,485987,31.00338176
F,1946,b,31,0.001977635
F,1946,c,23,0.001467277
F,1946,d,4809,0.306788583
F,1946,e,356839,22.76442732
F,1946,f,0,0
F,1946,g,79,0.005039779
F,1946,h,55299,3.527781623
F,1946,i,12833,0.818677039
F,1946,j,0,0
F,1946,k,43,0.002743171
F,1946,l,70092,4.471496221
F,1946,m,1565,0.099838663
F,1946,n,234409,14.95404551
F,1946,o,7287,0.464871782
F,1946,p,26,0.001658661
F,1946,q,0,0
F,1946,r,7587,0.484010184
F,1946,s,44662,2.849197686
F,1946,t,37626,2.400338367
F,1946,u,980,0.06251878
F,1946,v,16,0.001020715
F,1946,w,32,0.00204143
F,1946,x,31,0.001977635
F,1946,y,246576,15.73023529
F,1946,z,697,0.044464887
F,1947,a,588778,33.28084019
F,1947,b,41,0.002317536
F,1947,c,5,0.000282626
F,1947,d,5002,0.282739441
F,1947,e,389982,22.04384101
F,1947,f,0,0
F,1947,g,132,0.007461337
F,1947,h,61248,3.462060233
F,1947,i,16010,0.904969702
F,1947,j,0,0
F,1947,k,31,0.001752284
F,1947,l,74859,4.231425794
F,1947,m,1801,0.101802026
F,1947,n,256468,14.49692502
F,1947,o,8327,0.470685991
F,1947,p,27,0.001526183
F,1947,q,0,0
F,1947,r,8117,0.458815682
F,1947,s,48244,2.727005517
F,1947,t,40868,2.310075066
F,1947,u,1055,0.059634168
F,1947,v,24,0.001356607
F,1947,w,31,0.001752284
F,1947,x,59,0.003334991
F,1947,y,267320,15.11033734
F,1947,z,691,0.039058967
F,1948,a,576808,34.04099617
F,1948,b,36,0.002124582
F,1948,c,5,0.000295081
F,1948,d,4488,0.264864549
F,1948,e,371426,21.92013815
F,1948,f,0,0
F,1948,g,119,0.007022924
F,1948,h,61217,3.61279258
F,1948,i,15685,0.92566855
F,1948,j,0,0
F,1948,k,36,0.002124582
F,1948,l,67583,3.988489487
F,1948,m,1612,0.095134058
F,1948,n,247316,14.59564189
F,1948,o,7441,0.439139285
F,1948,p,25,0.001475404
F,1948,q,0,0
F,1948,r,7658,0.451945792
F,1948,s,43867,2.588862115
F,1948,t,37499,2.213047176
F,1948,u,958,0.056537486
F,1948,v,16,0.000944259
F,1948,w,18,0.001062291
F,1948,x,59,0.003481954
F,1948,y,249918,14.74920195
F,1948,z,661,0.039009685
F,1949,a,578035,33.87754887
F,1949,b,34,0.001992676
F,1949,c,6,0.000351649
F,1949,d,4401,0.257934368
F,1949,e,374901,21.97224554
F,1949,f,0,0
F,1949,g,130,0.007619057
F,1949,h,69647,4.081880242
F,1949,i,16748,0.981568916
F,1949,j,0,0
F,1949,k,120,0.007032975
F,1949,l,64539,3.782509928
F,1949,m,1409,0.082578851
F,1949,n,251020,14.71181212
F,1949,o,7371,0.432000506
F,1949,p,34,0.001992676
F,1949,q,0,0
F,1949,r,8251,0.483575658
F,1949,s,40727,2.386933201
F,1949,t,38253,2.241936694
F,1949,u,965,0.056556843
F,1949,v,8,0.000468865
F,1949,w,17,0.000996338
F,1949,x,43,0.002520149
F,1949,y,248934,14.58955556
F,1949,z,655,0.038388323
F,1950,a,576254,33.70805314
F,1950,b,17,0.000994417
F,1950,c,6,0.000350971
F,1950,d,3977,0.232635135
F,1950,e,376593,22.02885682
F,1950,f,0,0
F,1950,g,109,0.006375969
F,1950,h,77756,4.548347396
F,1950,i,18111,1.059405315
F,1950,j,0,0
F,1950,k,126,0.007370386
F,1950,l,64780,3.789314577
F,1950,m,1480,0.086572794
F,1950,n,251230,14.69573173
F,1950,o,7248,0.423972709
F,1950,p,36,0.002105825
F,1950,q,0,0
F,1950,r,8301,0.485568081
F,1950,s,38516,2.25299846
F,1950,t,37970,2.221060119
F,1950,u,918,0.05369853
F,1950,v,0,0
F,1950,w,24,0.001403883
F,1950,x,54,0.003158737
F,1950,y,245437,14.35686943
F,1950,z,601,0.035155574
F,1951,a,607486,33.84170408
F,1951,b,8,0.000445662
F,1951,c,13,0.000724201
F,1951,d,3745,0.208625683
F,1951,e,395927,22.05621919
F,1951,f,0,0
F,1951,g,114,0.006350688
F,1951,h,91449,5.094421923
F,1951,i,21893,1.219610703
F,1951,j,0,0
F,1951,k,103,0.005737903
F,1951,l,65467,3.647022056
F,1951,m,1737,0.096764436
F,1951,n,262519,14.624354
F,1951,o,7651,0.426220321
F,1951,p,22,0.001225571
F,1951,q,0,0
F,1951,r,8622,0.480312588
F,1951,s,38162,2.12592078
F,1951,t,38061,2.120294293
F,1951,u,879,0.04896715
F,1951,v,5,0.000278539
F,1951,w,24,0.001336987
F,1951,x,65,0.003621007
F,1951,y,250482,13.9537993
F,1951,z,647,0.036042942
F,1952,a,624603,33.74864244
F,1952,b,12,0.000648386
F,1952,c,7,0.000378225
F,1952,d,3706,0.200243145
F,1952,e,411219,22.21904633
F,1952,f,5,0.000270161
F,1952,g,202,0.010914494
F,1952,h,99551,5.378954478
F,1952,i,25389,1.371822234
F,1952,j,0,0
F,1952,k,136,0.007348372
F,1952,l,66316,3.583196002
F,1952,m,2567,0.138700527
F,1952,n,266092,14.37752263
F,1952,o,8820,0.476563555
F,1952,p,20,0.001080643
F,1952,q,0,0
F,1952,r,9303,0.502661083
F,1952,s,36298,1.961258949
F,1952,t,38575,2.084290153
F,1952,u,1023,0.055274889
F,1952,v,0,0
F,1952,w,19,0.001026611
F,1952,x,64,0.003458058
F,1952,y,256242,13.84530596
F,1952,z,581,0.031392679
F,1953,a,644313,34.33881919
F,1953,b,34,0.001812038
F,1953,c,19,0.00101261
F,1953,d,3611,0.19244913
F,1953,e,407761,21.7317224
F,1953,f,5,0.000266476
F,1953,g,174,0.009273373
F,1953,h,99897,5.32403509
F,1953,i,31244,1.665156635
F,1953,j,0,0
F,1953,k,99,0.005276229
F,1953,l,65117,3.470426469
F,1953,m,3068,0.163509812
F,1953,n,271312,14.45963951
F,1953,o,9145,0.487385016
F,1953,p,23,0.001225791
F,1953,q,0,0
F,1953,r,9114,0.485732863
F,1953,s,34998,1.865226984
F,1953,t,37462,1.996546468
F,1953,u,2145,0.114318301
F,1953,v,8,0.000426362
F,1953,w,28,0.001492267
F,1953,x,78,0.004157029
F,1953,y,256060,13.64678043
